Full name,Born in,Born-on,College,Links
Bill Dinneen,"  Syracuse, New York",  04-05-1876  (Aries),  None Attended,https://www.baseball-almanac.com/players/player.php?p=dinnebi01
Tom Hughes,"  Chicago, Illinois",  11-29-1878  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=hugheto01
Cy Young,"  Gilmore, Ohio",  03-29-1867  (Aries),  None Attended,https://www.baseball-almanac.com/players/player.php?p=youngcy01
Brickyard Kennedy,"  Bellaire, Ohio",  10-07-1867  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=kennebr01
Sam Leever,"  Goshen, Ohio",  12-23-1871  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=leevesa01
Deacon Phillippe,"  Rural Retreat, Virginia",  05-23-1872  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=phillde01
Gus Thompson,"  Humboldt, Iowa",  06-22-1877  (Cancer),  None Attended,https://www.baseball-almanac.com/players/player.php?p=thompgu01
Bucky Veil,"  Tyrone, Pennsylvania",  08-02-1881  (Leo),  Bucknell University,https://www.baseball-almanac.com/players/player.php?p=veilbu01
Red Ames,"  Warren, Ohio",  08-02-1882  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=amesre01
Christy Mathewson,"  Factoryville, Pennsylvania",  08-12-1880  (Leo),  Bucknell University,https://www.baseball-almanac.com/players/player.php?p=mathech01
Joe McGinnity,"  Cornwall, Illinois",  03-20-1871  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=mcginjo01
Chief Bender,"  Crow Wing County, Minnesota",  05-05-1884  (Taurus),  None Attended,https://www.baseball-almanac.com/players/player.php?p=bendech01
Andy Coakley,"  Providence, Rhode Island",  11-20-1882  (Scorpio),  College of the Holy Cross,https://www.baseball-almanac.com/players/player.php?p=coaklan01
Eddie Plank,"  Gettysburg, Pennsylvania",  08-31-1875  (Virgo),  Pennsylvania College,https://www.baseball-almanac.com/players/player.php?p=planked01
Nick Altrock,"  Cincinnati, Ohio",  09-15-1876  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=altroni01
Frank Owen,"  Ypsilanti, Michigan",  12-23-1879  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=owenfr01
Ed Walsh,"  Plains, Pennsylvania",  05-19-1881  (Taurus),  St. John's College,https://www.baseball-almanac.com/players/player.php?p=walshed01
Doc White,"  Washington, D.C.",  04-09-1879  (Aries),  Georgetown University,https://www.baseball-almanac.com/players/player.php?p=whitedo01
Mordecai Brown,"  Nyesville, Indiana",  10-19-1876  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=brownmo01
Orval Overall,"  Farmersville, California",  02-02-1881  (Aquarius),"  University of California, Berkeley",https://www.baseball-almanac.com/players/player.php?p=overaor01
Jack Pfiester,"  Cincinnati, Ohio",  05-24-1878  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=pfiesja01
Ed Reulbach,"  Detroit, Michigan",  12-01-1882  (Sagittarius),  University of Notre Dame,https://www.baseball-almanac.com/players/player.php?p=reulbed01
Bill Donovan,"  Lawrence, Massachusetts",  10-13-1876  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=donovbi01
Ed Killian,"  Racine, Wisconsin",  11-12-1876  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=killied01
George Mullin,"  Toledo, Ohio",  07-04-1880  (Cancer),  None Attended,https://www.baseball-almanac.com/players/player.php?p=mullige01
Ed Siever,"  Goddard, Kansas",  04-02-1875  (Aries),  None Attended,https://www.baseball-almanac.com/players/player.php?p=sieveed01
Ed Summers,"  Ladoga, Indiana",  12-05-1884  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=summeed01
George Winter,"  New Providence, Pennsylvania",  04-27-1878  (Taurus),  Pennsylvania College,https://www.baseball-almanac.com/players/player.php?p=wintege01
Babe Adams,"  Tipton, Indiana",  05-18-1882  (Taurus),  None Attended,https://www.baseball-almanac.com/players/player.php?p=adamsba01
Howie Camnitz,"  Covington, Kentucky",  08-22-1881  (Leo),  Centre College,https://www.baseball-almanac.com/players/player.php?p=camniho01
Lefty Leifield,"  Trenton, Illinois",  09-05-1883  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=leifile01
Nick Maddox,"  Govanstown, Maryland",  11-09-1886  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=maddoni01
Vic Willis,"  Cecil County, Maryland",  04-12-1876  (Aries),  University of Delaware,https://www.baseball-almanac.com/players/player.php?p=willivi01
Ed Willett,"  Norfolk, Virginia",  03-07-1884  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=willeed01
Ralph Works,"  Payson, Illinois",  03-16-1888  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=worksra01
Jack Coombs,"  Le Grand, Iowa",  11-18-1882  (Scorpio),  Colby College,https://www.baseball-almanac.com/players/player.php?p=coombja01
King Cole,"  Toledo, Iowa",  04-15-1886  (Aries),  None Attended,https://www.baseball-almanac.com/players/player.php?p=coleki01
Harry McIntire,"  Dayton, Ohio",  01-11-1879  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=mcintha01
Lew Richie,"  Ambler, Pennsylvania",  08-23-1883  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=richile01
Doc Crandall,"  Wadena, Indiana",  10-08-1887  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=cranddo01
Rube Marquard,"  Cleveland, Ohio",  10-09-1886  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=marquru01
Hooks Wiltse,"  Hamilton, New York",  09-07-1879  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=wiltsho01
Hugh Bedient,"  Gerry, New York",  10-23-1889  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=bediehu01
Ray Collins,"  Colchester, Vermont",  02-11-1887  (Aquarius),  University of Vermont,https://www.baseball-almanac.com/players/player.php?p=collira01
Charley Hall,"  Ventura, California",  07-27-1884  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=hallch02
Buck O'Brien,"  Brockton, Massachusetts",  05-09-1882  (Taurus),  None Attended,https://www.baseball-almanac.com/players/player.php?p=obribu01
Joe Wood,"  Kansas City, Missouri",  10-25-1889  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=woodjo02
Jeff Tesreau,"  Ironton, Missouri",  03-05-1888  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=tesreje01
Bullet Joe Bush,"  Gull River, Minnesota",  11-27-1892  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=bushjo01
Al Demaree,"  Quincy, Illinois",  09-08-1884  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=demaral01
Bill James,"  Iowa Hill, California",  03-12-1892  (Pisces),  Saint Mary's College of California (DNP),https://www.baseball-almanac.com/players/player.php?p=jamesbi02
Dick Rudolph,"  New York, New York",  08-25-1887  (Virgo),  Fordham University,https://www.baseball-almanac.com/players/player.php?p=rudoldi01
Lefty Tyler,"  Derry, New Hampshire",  12-14-1889  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=tylerle01
Herb Pennock,"  Kennett Square, Pennsylvania",  02-10-1894  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=pennohe01
Bob Shawkey,"  Sigel, Pennsylvania",  12-04-1890  (Sagittarius),  Slippery Rock University,https://www.baseball-almanac.com/players/player.php?p=shawkbo01
Weldon Wyckoff,"  Williamsport, Pennsylvania",  02-19-1891  (Aquarius),  Bucknell University,https://www.baseball-almanac.com/players/player.php?p=wyckowe01
Rube Foster,"  Lehigh, Oklahoma",  01-05-1888  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=fosteru01
Dutch Leonard,"  Birmingham, Ohio",  04-16-1892  (Aries),  Saint Mary's College of California,https://www.baseball-almanac.com/players/player.php?p=leonadu01
Ernie Shore,"  East Bend, North Carolina",  03-24-1891  (Aries),  Guilford College,https://www.baseball-almanac.com/players/player.php?p=shoreer01
Grover Alexander,"  Elba, Nebraska",  02-26-1887  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=alexape01
George Chalmers,"  Aberdeen, Scotland",  06-07-1888  (Gemini),  Manhattan College,https://www.baseball-almanac.com/players/player.php?p=chalmge01
Erskine Mayer,"  Atlanta, Georgia",  01-16-1890  (Capricorn),  Georgia School of Technology,https://www.baseball-almanac.com/players/player.php?p=mayerer01
Eppa Rixey,"  Culpeper, Virginia",  05-03-1891  (Taurus),  University of Virginia,https://www.baseball-almanac.com/players/player.php?p=rixeyep01
Carl Mays,"  Liberty, Kentucky",  11-12-1891  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=maysca01
Babe Ruth,"  Baltimore, Maryland",  02-06-1895  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=ruthba01
Larry Cheney,"  Belleville, Kansas",  05-02-1886  (Taurus),  None Attended,https://www.baseball-almanac.com/players/player.php?p=chenela01
Wheezer Dell,"  Tuscarora, Nevada",  06-11-1886  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=dellwh01
Jeff Pfeffer,"  Seymour, Illinois",  03-04-1888  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=pfeffje01
Nap Rucker,"  Crabapple, Georgia",  09-30-1884  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=ruckena01
Sherry Smith,"  Monticello, Georgia",  02-18-1891  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=smithsh01
Eddie Cicotte,"  Springwells, Michigan",  06-19-1884  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=cicoted01
Dave Danforth,"  Granger, Texas",  03-07-1890  (Pisces),  Baylor University,https://www.baseball-almanac.com/players/player.php?p=danfoda01
Red Faber,"  Cascade, Iowa",  09-06-1888  (Virgo),  Saint Joseph's College,https://www.baseball-almanac.com/players/player.php?p=faberre01
Reb Russell,"  Jackson, Mississippi",  03-12-1889  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=russere01
Lefty Williams,"  Aurora, Missouri",  03-09-1893  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=willile01
Fred Anderson,"  Calahaln, North Carolina",  12-11-1885  (Sagittarius),  Davidson & Maryland Agricultural,https://www.baseball-almanac.com/players/player.php?p=anderfr01
Rube Benton,"  Clinton, North Carolina",  06-27-1890  (Cancer),  None Attended,https://www.baseball-almanac.com/players/player.php?p=bentoru01
Pol Perritt,"  Arcadia, Louisiana",  08-30-1891  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=perripo01
Slim Sallee,"  Higginsport, Ohio",  02-03-1885  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=sallesl01
Ferdie Schupp,"  Louisville, Kentucky",  01-16-1891  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=schupfe01
Sad Sam Jones,"  Woodsfield, Ohio",  07-26-1892  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=jonessa01
Phil Douglas,"  Cedartown, Georgia",  06-17-1890  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=douglph01
Claude Hendrix,"  Olathe, Kansas",  04-13-1889  (Aries),  Fairmont College,https://www.baseball-almanac.com/players/player.php?p=hendrcl01
Hippo Vaughn,"  Weatherford, Texas",  04-09-1888  (Aries),  None Attended,https://www.baseball-almanac.com/players/player.php?p=vaughhi01
Hod Eller,"  Muncie, Indiana",  07-05-1894  (Cancer),  None Attended,https://www.baseball-almanac.com/players/player.php?p=ellerho01
Ray Fisher,"  Middlebury, Vermont",  10-04-1887  (Libra),  Middlebury College,https://www.baseball-almanac.com/players/player.php?p=fishera01
Dolf Luque,"  Havana, Cuba",  08-04-1890  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=luquedo01
Jimmy Ring,"  Brooklyn, New York",  02-15-1895  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=ringji01
Dutch Ruether,"  Alameda, California",  09-13-1893  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=ruethdu01
Bill James,"  Detroit, Michigan",  01-20-1887  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=jamesbi01
Dickie Kerr,"  St. Louis, Missouri",  07-03-1893  (Cancer),  None Attended,https://www.baseball-almanac.com/players/player.php?p=kerrdi01
Grover Lowdermilk,"  Sandborn, Indiana",  01-15-1885  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=lowdegr01
Roy Wilkinson,"  Canandaigua, New York",  05-08-1893  (Taurus),  None Attended,https://www.baseball-almanac.com/players/player.php?p=wilkiro01
Jim Bagby,"  Barnett, Georgia",  10-05-1889  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=bagbyji01
Ray Caldwell,"  Corydon Township, Pennsylvania",  04-26-1888  (Taurus),  None Attended,https://www.baseball-almanac.com/players/player.php?p=caldwra02
Stan Coveleski,"  Shamokin, Pennsylvania",  07-13-1889  (Cancer),  None Attended,https://www.baseball-almanac.com/players/player.php?p=covelst01
Duster Mails,"  San Quentin, California",  10-01-1894  (Libra),  Saint Mary's College of California,https://www.baseball-almanac.com/players/player.php?p=mailsdu01
George Uhle,"  Cleveland, Ohio",  09-18-1898  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=uhlege01
Leon Cadore,"  Chicago, Illinois",  11-20-1890  (Scorpio),  Gonzaga College,https://www.baseball-almanac.com/players/player.php?p=cadorle01
Burleigh Grimes,"  Emerald, Wisconsin",  08-18-1893  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=grimebu01
Al Mamaux,"  Pittsburgh, Pennsylvania",  05-30-1894  (Gemini),  Duquesne University,https://www.baseball-almanac.com/players/player.php?p=mamaual01
Clarence Mitchell,"  Franklin, Nebraska",  02-22-1891  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=mitchcl01
Jesse Barnes,"  Perkins, Oklahoma",  08-26-1892  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=barneje01
Art Nehf,"  Terre Haute, Indiana",  07-31-1892  (Leo),  Rose Polytechnic Institute,https://www.baseball-almanac.com/players/player.php?p=nehfar01
Fred Toney,"  Nashville, Tennessee",  12-11-1888  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=toneyfr01
Rip Collins,"  Weatherford, Texas",  02-26-1896  (Pisces),  Agricultural & Mechanical College of Texas,https://www.baseball-almanac.com/players/player.php?p=colliri01
Harry Harper,"  Hackensack, New Jersey",  04-24-1895  (Taurus),  None Attended,https://www.baseball-almanac.com/players/player.php?p=harpeha01
Waite Hoyt,"  Brooklyn, New York",  09-09-1899  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=hoytwa01
Bill Piercy,"  El Monte, California",  05-02-1896  (Taurus),  None Attended,https://www.baseball-almanac.com/players/player.php?p=piercbi01
Jack Quinn,"  Stefurov, Austria-Hungary",  07-01-1883  (Cancer),  None Attended,https://www.baseball-almanac.com/players/player.php?p=quinnja01
Tom Rogers,"  Sparta, Tennessee",  02-12-1892  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=rogerto01
Hugh McQuillan,"  New York, New York",  09-15-1895  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=mcquihu01
Rosy Ryan,"  Worcester, Massachusetts",  03-15-1898  (Pisces),  College of the Holy Cross,https://www.baseball-almanac.com/players/player.php?p=ryanro01
Jack Scott,"  Ridgeway, North Carolina",  04-18-1892  (Aries),  None Attended,https://www.baseball-almanac.com/players/player.php?p=scottja01
Virgil Barnes,"  Ontario, Kansas",  03-05-1897  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=barnevi01
Jack Bentley,"  Sandy Spring, Maryland",  03-08-1895  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=bentlja01
Claude Jonnard,"  Nashville, Tennessee",  11-23-1897  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=jonnacl01
Mule Watson,"  Arizona, Louisiana",  10-15-1896  (Libra),  Baylor University,https://www.baseball-almanac.com/players/player.php?p=watsomu01
Walter Johnson,"  Humboldt, Kansas",  11-06-1887  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=johnswa01
Firpo Marberry,"  Streetman, Texas",  11-30-1898  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=marbefi01
Joe Martina,"  New Orleans, Louisiana",  07-08-1889  (Cancer),  None Attended,https://www.baseball-almanac.com/players/player.php?p=martijo02
George Mogridge,"  Rochester, New York",  02-18-1889  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=mogrige01
Curly Ogden,"  Ogden, Pennsylvania",  01-24-1901  (Aquarius),  Delaware (DNP) & Swarthmore,https://www.baseball-almanac.com/players/player.php?p=ogdencu01
Allen Russell,"  Baltimore, Maryland",  07-31-1893  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=russeal01
By Speece,"  West Baden Springs, Indiana",  01-06-1897  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=speecby01
Tom Zachary,"  Graham, North Carolina",  05-07-1896  (Taurus),  Guilford College,https://www.baseball-almanac.com/players/player.php?p=zachato01
Harry Baldwin,"  Baltimore, Maryland",  06-03-1900  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=baldwha01
Wayland Dean,"  Richwood, West Virginia",  06-20-1902  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=deanwa01
Vic Aldridge,"  Crane, Indiana",  10-25-1893  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=aldrivi01
Ray Kremer,"  Oakland, California",  03-23-1895  (Aries),  None Attended,https://www.baseball-almanac.com/players/player.php?p=kremera01
Lee Meadows,"  Oxford, North Carolina",  07-12-1894  (Cancer),  None Attended,https://www.baseball-almanac.com/players/player.php?p=meadole01
Johnny Morrison,"  Pellville, Kentucky",  10-22-1895  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=morrijo04
Red Oldham,"  Zion, Maryland",  07-15-1893  (Cancer),  None Attended,https://www.baseball-almanac.com/players/player.php?p=oldhare01
Emil Yde,"  Great Lakes, Illinois",  01-28-1900  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=ydeem01
Win Ballou,"  Mount Morgan, Kentucky",  11-30-1897  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=ballowi01
Alex Ferguson,"  Montclair, New Jersey",  02-16-1897  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=fergual01
Hi Bell,"  Mount Sherman, Kentucky",  07-16-1897  (Cancer),  None Attended,https://www.baseball-almanac.com/players/player.php?p=bellhi01
Jesse Haines,"  Clayton, Ohio",  07-22-1893  (Cancer),  None Attended,https://www.baseball-almanac.com/players/player.php?p=haineje01
Bill Hallahan,"  Binghamton, New York",  08-04-1902  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=hallabi01
Vic Keen,"  Bel Air, Maryland",  03-16-1899  (Pisces),  Maryland State College,https://www.baseball-almanac.com/players/player.php?p=keenvi01
Art Reinhart,"  Ackley, Iowa",  05-29-1899  (Gemini),  State University of Iowa,https://www.baseball-almanac.com/players/player.php?p=reinhar01
Flint Rhem,"  Rhems, South Carolina",  01-24-1901  (Aquarius),  Clemson Agricultural College,https://www.baseball-almanac.com/players/player.php?p=rhemfl01
Bill Sherdel,"  McSherrystown, Pennsylvania",  08-15-1896  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=sherdbi01
Urban Shocker,"  Cleveland, Ohio",  08-22-1890  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=shockur01
Myles Thomas,"  State College, Pennsylvania",  10-22-1897  (Libra),  Pennsylvania State College,https://www.baseball-almanac.com/players/player.php?p=thomamy01
Wilcy Moore,"  Bonita, Texas",  05-20-1897  (Taurus),  None Attended,https://www.baseball-almanac.com/players/player.php?p=moorewi01
George Pipgras,"  Ida Grove, Iowa",  12-20-1899  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=pipgrge01
Mike Cvengros,"  Pana, Illinois",  12-01-1900  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=cvengmi01
Joe Dawson,"  Bow, Washington",  03-09-1897  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=dawsojo01
Carmen Hill,"  Royalton, Minnesota",  10-01-1895  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=hillca01
Johnny Miljus,"  Pittsburgh, Pennsylvania",  06-30-1895  (Cancer),  Pittsburgh & Duquesne,https://www.baseball-almanac.com/players/player.php?p=miljujo01
Syl Johnson,"  Portland, Oregon",  12-31-1900  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=johnssy01
George Earnshaw,"  New York, New York",  02-15-1900  (Aquarius),  Swarthmore College,https://www.baseball-almanac.com/players/player.php?p=earnsge01
Howard Ehmke,"  Silver Creek, New York",  04-24-1894  (Taurus),  None Attended,https://www.baseball-almanac.com/players/player.php?p=ehmkeho01
Lefty Grove,"  Lonaconing, Maryland",  03-06-1900  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=grovele01
Eddie Rommel,"  Baltimore, Maryland",  09-13-1897  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=rommeed01
Rube Walberg,"  Pine City, Minnesota",  07-27-1896  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=walberu01
Sheriff Blake,"  Ansted, West Virginia",  09-17-1899  (Virgo),  West Virginia Wesleyan College,https://www.baseball-almanac.com/players/player.php?p=blakesh01
Guy Bush,"  Aberdeen, Mississippi",  08-23-1901  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=bushgu01
Hal Carlson,"  Rockford, Illinois",  05-17-1892  (Taurus),  None Attended,https://www.baseball-almanac.com/players/player.php?p=carlsha01
Pat Malone,"  Altoona, Pennsylvania",  09-25-1902  (Libra),  Juniata College,https://www.baseball-almanac.com/players/player.php?p=malonpa02
Charlie Root,"  Middletown, Ohio",  03-17-1899  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=rootch01
Bill Shores,"  Abilene, Texas",  05-26-1904  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=shorebi01
Jim Lindsey,"  Greensburg, Louisiana",  01-24-1899  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=lindsji01
Paul Derringer,"  Springfield, Kentucky",  10-17-1906  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=derripa01
Roy Mahaffey,"  Belton, South Carolina",  02-09-1904  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=mahafro01
Johnny Allen,"  Lenoir, North Carolina",  09-30-1904  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=allenjo02
Lefty Gomez,"  Rodeo, California",  11-26-1908  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=gomezle01
Red Ruffing,"  Granville, Illinois",  05-03-1905  (Taurus),  None Attended,https://www.baseball-almanac.com/players/player.php?p=ruffire01
Jakie May,"  Youngsville, North Carolina",  11-25-1895  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=mayja01
Bob Smith,"  Rogersville, Tennessee",  04-22-1895  (Taurus),  None Attended,https://www.baseball-almanac.com/players/player.php?p=smithbo02
Bud Tinning,"  Pilger, Nebraska",  03-12-1906  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=tinnibu01
Lon Warneke,"  Mount Ida, Arkansas",  03-28-1909  (Aries),  None Attended,https://www.baseball-almanac.com/players/player.php?p=warnelo01
Freddie Fitzsimmons,"  Mishawaka, Indiana",  07-28-1901  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=fitzsfr01
Carl Hubbell,"  Carthage, Missouri",  06-22-1903  (Cancer),  None Attended,https://www.baseball-almanac.com/players/player.php?p=hubbeca01
Hal Schumacher,"  Hinckley, New York",  11-23-1910  (Sagittarius),  St. Lawrence University,https://www.baseball-almanac.com/players/player.php?p=schumha02
Alvin Crowder,"  Winston-Salem, North Carolina",  01-11-1899  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=crowdal01
Alex McColl,"  Eagleville, Ohio",  03-29-1894  (Aries),  None Attended,https://www.baseball-almanac.com/players/player.php?p=mccolal01
Jack Russell,"  Paris, Texas",  10-24-1905  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=russeja01
Lefty Stewart,"  Sparta, Tennessee",  09-23-1900  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=stewale01
Tommy Thomas,"  Baltimore, Maryland",  12-23-1899  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=thomato02
Monte Weaver,"  Helton, North Carolina",  06-15-1906  (Gemini),  Emory & Henry College,https://www.baseball-almanac.com/players/player.php?p=weavemo01
Earl Whitehill,"  Cedar Rapids, Iowa",  02-07-1899  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=whiteea01
Tex Carleton,"  Comanche, Texas",  08-19-1906  (Leo),  Texas Christian University,https://www.baseball-almanac.com/players/player.php?p=carlete01
Dizzy Dean,"  Lucas, Arkansas",  01-16-1910  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=deandi01
Paul Dean,"  Lucas, Arkansas",  08-14-1912  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=deanpa01
Jim Mooney,"  Mooresburg, Tennessee",  09-04-1906  (Virgo),  East Tennessee State University,https://www.baseball-almanac.com/players/player.php?p=mooneji01
Dazzy Vance,"  Orient, Iowa",  03-04-1891  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=vanceda01
Bill Walker,"  East St. Louis, Illinois",  10-07-1903  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=walkebi01
Elden Auker,"  Norcatur, Kansas",  09-21-1910  (Virgo),  Kansas State University,https://www.baseball-almanac.com/players/player.php?p=aukerel01
Tommy Bridges,"  Gordonsville, Tennessee",  12-28-1906  (Capricorn),  University of Tennessee,https://www.baseball-almanac.com/players/player.php?p=bridgto01
Chief Hogsett,"  Brownell, Kansas",  11-02-1903  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=hogsech01
Schoolboy Rowe,"  Waco, Texas",  01-11-1910  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=rowesc01
Larry French,"  Visalia, California",  11-01-1907  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=frencla01
Roy Henshaw,"  Chicago, Illinois",  07-29-1911  (Leo),  University of Chicago,https://www.baseball-almanac.com/players/player.php?p=henshro01
Fabian Kowalik,"  Falls City, Texas",  04-22-1908  (Taurus),  None Attended,https://www.baseball-almanac.com/players/player.php?p=kowalfa01
Bill Lee,"  Plaquemine, Louisiana",  10-21-1909  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=leebi02
Bump Hadley,"  Lynn, Massachusetts",  07-05-1904  (Cancer),  Brown University,https://www.baseball-almanac.com/players/player.php?p=hadlebu01
Johnny Murphy,"  New York, New York",  07-14-1908  (Cancer),  Fordham University,https://www.baseball-almanac.com/players/player.php?p=murphjo04
